id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Bcell|Bcell	Bcell|HighPseudotime_tumour	Bcell|LowPseudotime_tumour	Bcell|MidPseudotime_tumour	Bcell|Myeloid	Bcell|Stromal	Bcell|Tcell	HighPseudotime_tumour|Bcell	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|Stromal	HighPseudotime_tumour|Tcell	LowPseudotime_tumour|Bcell	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|Stromal	LowPseudotime_tumour|Tcell	MidPseudotime_tumour|Bcell	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|Stromal	MidPseudotime_tumour|Tcell	Myeloid|Bcell	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|Stromal	Myeloid|Tcell	Stromal|Bcell	Stromal|HighPseudotime_tumour	Stromal|LowPseudotime_tumour	Stromal|MidPseudotime_tumour	Stromal|Myeloid	Stromal|Stromal	Stromal|Tcell	Tcell|Bcell	Tcell|HighPseudotime_tumour	Tcell|LowPseudotime_tumour	Tcell|MidPseudotime_tumour	Tcell|Myeloid	Tcell|Stromal	Tcell|Tcell
CPI-SS00A6240B6	WNT1_ROR2	simple:P04628	simple:Q01974	WNT1	ROR2	True	False	True	InnateDB-All	False	1.449																																																	
CPI-SS014B0FCD2	WNT1_FZD3	simple:P04628	simple:Q9NPG1	WNT1	FZD3	True	False	True	I2D	False	1.449																																																	
CPI-SS01ECFDA18	TNFRSF10C_TNFSF10	simple:O14798	simple:P50591	TNFRSF10C	TNFSF10	True	True	False	curated	False	1.449																																																	
CPI-SS01F908B16	TFF1_FCRL4	simple:P04155	simple:Q96PJ5	TFF1	FCRL4	True	False	True	IMEx,InnateDB-All,IntAct	False	1.449																																																	
CPI-SS023738D54	FGFR1_FGF3	simple:P11362	simple:P11487	FGFR1	FGF3	True	True	False	I2D,InnateDB-All	False	1.449																																																	
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	FGFR1	FGF5	True	True	False	I2D,InnateDB-All	False	1.449																																																	
CPI-SS03E450F99	EFNA1_EPHA7	simple:P20827	simple:Q15375	EFNA1	EPHA7	True	False	True	curated	False	1.449																																																	
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	True	True	True	curated	False	1.449																																																	
CPI-SS0907A7598	FGFR2_FGF9	simple:P21802	simple:P31371	FGFR2	FGF9	True	True	False	I2D,InnateDB-All	False	1.449																																																	
CPI-SS0649EA05F	FGFR4_FGF9	simple:P22455	simple:P31371	FGFR4	FGF9	True	True	False	I2D	False	1.449																																																	
CPI-SS07A9A501C	FGFR3_FGF9	simple:P22607	simple:P31371	FGFR3	FGF9	True	True	False	I2D,InnateDB-All	False	1.449																																																	
CPI-SS07A0F4D73	FGFR1_FGF23	simple:P11362	simple:Q9GZV9	FGFR1	FGF23	True	True	False	IMEx,InnateDB-All	False	1.449																																																	
CPI-SS01D785DBA	FGFR2_FGF23	simple:P21802	simple:Q9GZV9	FGFR2	FGF23	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.449																																																	
CPI-SS0883B7EE4	FGFR3_FGF23	simple:P22607	simple:Q9GZV9	FGFR3	FGF23	True	True	False	I2D	False	1.449																																																	
CPI-SS0BF490275	FGFR1_KL	simple:P11362	simple:Q9UEF7	FGFR1	KL	True	True	False	I2D	False	1.449																																																	
CPI-SS0E63AB61E	EFNA2_EPHA4	simple:O43921	simple:P54764	EFNA2	EPHA4	False	False	True	curated	False	1.449																																																	
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	FGFR3	EPHA4	True	True	True	I2D,InnateDB-All	False	1.449																																																	
CPI-SS038E93B77	FGFR1_FGF9	simple:P11362	simple:P31371	FGFR1	FGF9	True	True	False	I2D,InnateDB-All	False	1.449																																																	
CPI-SS01DCC7684	EFNA2_EPHA7	simple:O43921	simple:Q15375	EFNA2	EPHA7	False	False	True	curated	False	1.449																																																	
CPI-SS0D4F593F1	WNT5A_EPHA7	simple:P41221	simple:Q15375	WNT5A	EPHA7	True	False	True	InnateDB-All	False	1.449																																																	
CPI-SS05550A895	WNT7A_FZD5	simple:O00755	simple:Q13467	WNT7A	FZD5	True	False	True	curated	False	1.449																																																	
CPI-SS0F531DDEB	CALCA_CALCR	simple:P06881	simple:P30988	CALCA	CALCR	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS07CF0C6E7	CALCB_CALCR	simple:P10092	simple:P30988	CALCB	CALCR	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS039863E62	CCL25_CCR9	simple:O15444	simple:P51686	CCL25	CCR9	True	False	True	curated	False	1.449																																																	
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ADCYAP1	VIPR1	True	False	True	I2D	False	1.449																																																	
CPI-SS003AFD9BA	GHRH_VIPR1	simple:P01286	simple:P32241	GHRH	VIPR1	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	SCT	VIPR1	True	False	True	I2D,InnateDB-All	False	1.449																																																	
CPI-SS02CCE14A7	ADCYAP1_VIPR2	simple:P18509	simple:P41587	ADCYAP1	VIPR2	True	False	True	I2D	False	1.449																																																	
CPI-SS0445D021B	PYY_NPY5R	simple:P10082	simple:Q15761	PYY	NPY5R	True	False	True	I2D	False	1.449																																																	
CPI-SS0C2000B56	PPY_NPY5R	simple:P01298	simple:Q15761	PPY	NPY5R	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0A9F17199	PYY_NPY1R	simple:P10082	simple:P25929	PYY	NPY1R	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0FEF2FF5D	PYY_NPY2R	simple:P10082	simple:P49146	PYY	NPY2R	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0230EE330	NPPA_NPR2	simple:P01160	simple:P20594	NPPA	NPR2	True	False	True	I2D,InnateDB-All	False	1.449																																																	
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	I2D,IMEx	False	1.449																																																	
CPI-SS0D3C90DDA	WISP3_SORL1	simple:O95389	simple:Q92673	WISP3	SORL1	True	False	True	InnateDB-All	False	1.449																																																	
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	1.449																																																	
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	1.449																																																	
CPI-SS0193C3064	WNT1_FZD8	simple:P04628	simple:Q9H461	WNT1	FZD8	True	False	True	I2D,InnateDB-All	False	1.449																																																	
CPI-SS0D782F60B	WNT4_FZD8	simple:P56705	simple:Q9H461	WNT4	FZD8	True	False	True	I2D	False	1.449																																																	
CPI-SS0DC5ADBF1	WNT1_FZD1	simple:P04628	simple:Q9UP38	WNT1	FZD1	True	False	True	curated	False	1.449																																																	
CPI-SS0CA020C34	WNT4_FZD1	simple:P56705	simple:Q9UP38	WNT4	FZD1	True	False	True	I2D	False	1.449																																																	
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	WNT7B	FZD1	True	False	True	curated	False	1.449																																																	
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	1.449																																																	
CPI-SS0A93C11C8	NGFR_BDNF	simple:P08138	simple:P23560	NGFR	BDNF	True	True	False	curated	False	1.449																																																	
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	NGFR	IL2	True	True	False	I2D	False	1.449																																																	
CPI-CS0A34112A6	IL2 receptor_I_IL2	complex:IL2 receptor_I	simple:P60568		IL2	True	True	False	curated	False	1.449																																																	
CPI-SS004A073E1	NTRK1_NTF3	simple:P04629	simple:P20783	NTRK1	NTF3	True	True	False	curated	False	1.449																																																	
CPI-SS0ADA587B4	NGFR_NTF3	simple:P08138	simple:P20783	NGFR	NTF3	True	True	False	curated	False	1.449																																																	
CPI-SS0B1AB068C	NTRK1_GPI	simple:P04629	simple:P06744	NTRK1	GPI	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS0391D4602	NTRK1_NAMPT	simple:P04629	simple:P43490	NTRK1	NAMPT	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS05D1A6BEF	NTRK1_AIMP1	simple:P04629	simple:Q12904	NTRK1	AIMP1	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	CD44	SELE	False	True	False	curated	False	1.449																																																	
CPI-SS0BDC04683	CEACAM1_SELE	simple:P13688	simple:P16581	CEACAM1	SELE	True	False	False	curated	False	1.449																																																	
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		VEGFA	True	True	False	curated	False	1.449																																																	
CPI-CS073D36B1D	FLT1 complex_PGF	complex:FLT1 complex	simple:P49763		PGF	True	True	False	curated	False	1.449																																																	
CPI-SS00086659A	TNFRSF6B_FASLG	simple:O95407	simple:P48023	TNFRSF6B	FASLG	True	False	False	curated	False	1.449																																																	
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	FLT1	PGF	True	True	False	curated	False	1.449																																																	
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	True	True	False	curated	False	1.449																																																	
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	NRP1	SEMA3A	True	True	False	curated	False	1.449																																																	
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		SEMA3A	True	True	False	curated	False	1.449																																																	
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	1.449																																																	
CPI-CS0AA769F5B	PlexinA3_complex1_SEMA3A	complex:PlexinA3_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	1.449																																																	
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	1.449																																																	
CPI-CS0C9EE65C2	FcRn complex_ALB	complex:FcRn complex	simple:P02768		ALB	True	True	False	curated	False	1.449																																																	
CPI-CS02E5ABC5D	Glycoprotein Ib  complex_F2	complex:Glycoprotein Ib  complex	simple:P00734		F2	True	True	False	curated	False	1.449																																																	
CPI-CS0152E177A	Glycoprotein Ib  complex_VWF	complex:Glycoprotein Ib  complex	simple:P04275		VWF	True	True	False	curated	False	1.449																																																	
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		VEGFB	True	True	False	curated	False	1.449																																																	
CPI-SC092659F65	ICAM4_aLb2 complex	simple:Q14773	complex:aLb2 complex	ICAM4		True	False	False	curated	True	1.449																																																	
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	TNFRSF13C	TNFSF13B	True	True	False	guidetopharmacology.org	False	1.449																																																	
CPI-SS07F042076	EGFR_EPGN	simple:P00533	simple:Q6UW88	EGFR	EPGN	True	True	False	curated	False	1.449																																																	
CPI-CS0546460D1	BMR1A_AVR2B_GDF6	complex:BMR1A_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	1.449																																																	
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.449																																																	
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	1.449																																																	
CPI-CS0CFA0E4C5	BMPR1A_BMPR2_GDF7	complex:BMPR1A_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.449																																																	
CPI-CS027D7A724	BMPR1B_BMPR2_GDF7	complex:BMPR1B_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.449																																																	
CPI-CS05789C9A0	BMR1A_ACR2A_GDF7	complex:BMR1A_ACR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.449																																																	
CPI-CS0E5078EDE	BMR1A_AVR2B_GDF7	complex:BMR1A_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.449																																																	
CPI-CS0BDA0D08C	BMR1B_AVR2A_GDF7	complex:BMR1B_AVR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.449																																																	
CPI-CS055E15573	BMR1B_AVR2B_GDF7	complex:BMR1B_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.449																																																	
CPI-CS09F35DDEB	ACVR_1B2A receptor_MSTN	complex:ACVR_1B2A receptor	simple:O14793		MSTN	True	True	False	curated	False	1.449																																																	
CPI-CS0AED3F8E8	ACVR_1B2B receptor_MSTN	complex:ACVR_1B2B receptor	simple:O14793		MSTN	True	True	False	curated	False	1.449																																																	
CPI-CS0C8F1E01F	ACVR_1B2A receptor_BMP3	complex:ACVR_1B2A receptor	simple:P12645		BMP3	True	True	False	curated	False	1.449																																																	
CPI-CS0B0B35928	CNTF-1R_CNTF	complex:CNTF-1R	simple:P26441		CNTF	True	True	False	curated	False	1.449																																																	
CPI-SS0D795AC00	EGFR_CNTF	simple:P00533	simple:P26441	EGFR	CNTF	True	True	False	InnateDB-All	False	1.449																																																	
CPI-CS0EB5F7B6F	CNTF-1R_CLCF1	complex:CNTF-1R	simple:Q9UBD9		CLCF1	True	True	False	curated	False	1.449																																																	
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	EGFR	NRG1	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	1.449																																																	
CPI-SS076BC3BA6	HLA-DPB1_NRG1	simple:HLADPB1	simple:Q02297	HLA-DPB1	NRG1	True	True	True	InnateDB-All	False	1.449																																																	
CPI-SS00A953C3A	EGF_NRG1	simple:P01133	simple:Q02297	EGF	NRG1	True	False	True	I2D	False	1.449																																																	
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ERBB3	NRG1	True	True	True	curated	False	1.449																																																	
CPI-SS054D158CC	NTRK1_GRN	simple:P04629	simple:P28799	NTRK1	GRN	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS0E6E8A727	NTRK1_COPA	simple:P04629	simple:P53621	NTRK1	COPA	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS0CBAA9BCC	HLA-A_KIR3DL1	simple:HLAA	simple:P43629	HLA-A	KIR3DL1	False	True	True	curated	False	1.449																																																	
CPI-SS00F977575	BMP10_KIR3DL1	simple:O95393	simple:P43629	BMP10	KIR3DL1	True	False	True	IMEx,IntAct	False	1.449																																																	
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	1.449																																																	
CPI-SS0B26EEF21	BMP10_GPR152	simple:O95393	simple:Q8TDT2	BMP10	GPR152	True	False	True	IMEx,IntAct	False	1.449																																																	
CPI-SS04A8E4200	ADIPOQ_CD200R1	simple:Q15848	simple:Q8TD46	ADIPOQ	CD200R1	True	False	True	IMEx,IntAct	False	1.449																																																	
CPI-SS0518D683C	ADIPOQ_PROKR2	simple:Q15848	simple:Q8NFJ6	ADIPOQ	PROKR2	True	False	True	IMEx,IntAct	False	1.449																																																	
CPI-SS06E42DB13	ADIPOQ_CLEC2D	simple:Q15848	simple:Q9UHP7	ADIPOQ	CLEC2D	True	False	True	IMEx,IntAct	False	1.449																																																	
CPI-SS07A97B3E2	CCL4L2_GPR151	simple:Q8NHW4	simple:Q8TDV0	CCL4L2	GPR151	True	False	True	IMEx,IntAct	False	1.449																																																	
CPI-SS0471FCFF3	GAL_GPR151	simple:P22466	simple:Q8TDV0	GAL	GPR151	True	False	True	I2D	False	1.449																																																	
