id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|HighPseudotime_tumour	B_cell|LowPseudotime_tumour	B_cell|Mast	B_cell|MidPseudotime_tumour	B_cell|Myeloid	B_cell|T_cell	DC|B_cell	DC|DC	DC|EC	DC|Fibroblast	DC|HighPseudotime_tumour	DC|LowPseudotime_tumour	DC|Mast	DC|MidPseudotime_tumour	DC|Myeloid	DC|T_cell	EC|B_cell	EC|DC	EC|EC	EC|Fibroblast	EC|HighPseudotime_tumour	EC|LowPseudotime_tumour	EC|Mast	EC|MidPseudotime_tumour	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|HighPseudotime_tumour	Fibroblast|LowPseudotime_tumour	Fibroblast|Mast	Fibroblast|MidPseudotime_tumour	Fibroblast|Myeloid	Fibroblast|T_cell	HighPseudotime_tumour|B_cell	HighPseudotime_tumour|DC	HighPseudotime_tumour|EC	HighPseudotime_tumour|Fibroblast	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|Mast	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|T_cell	LowPseudotime_tumour|B_cell	LowPseudotime_tumour|DC	LowPseudotime_tumour|EC	LowPseudotime_tumour|Fibroblast	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|Mast	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|T_cell	Mast|B_cell	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|HighPseudotime_tumour	Mast|LowPseudotime_tumour	Mast|Mast	Mast|MidPseudotime_tumour	Mast|Myeloid	Mast|T_cell	MidPseudotime_tumour|B_cell	MidPseudotime_tumour|DC	MidPseudotime_tumour|EC	MidPseudotime_tumour|Fibroblast	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|Mast	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|T_cell	Myeloid|B_cell	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|Mast	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|HighPseudotime_tumour	T_cell|LowPseudotime_tumour	T_cell|Mast	T_cell|MidPseudotime_tumour	T_cell|Myeloid	T_cell|T_cell
CPI-CS0DAA66443	BMR1A_ACR2A_GDF5	complex:BMR1A_ACR2A	simple:P43026		GDF5	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS036BF2AC7	BMR1A_AVR2B_GDF5	complex:BMR1A_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS069E2161D	BMR1B_AVR2A_GDF5	complex:BMR1B_AVR2A	simple:P43026		GDF5	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS089A36491	BMR1B_AVR2B_GDF5	complex:BMR1B_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0B9A4CA4D	BMPR1A_BMPR2_GDF6	complex:BMPR1A_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0C623F17A	BMPR1B_BMPR2_GDF6	complex:BMPR1B_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS0193C3064	WNT1_FZD8	simple:P04628	simple:Q9H461	WNT1	FZD8	True	False	True	I2D,InnateDB-All	False	1.6099999999999999																																																																																																				
CPI-SS0ADA587B4	NGFR_NTF3	simple:P08138	simple:P20783	NGFR	NTF3	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS0BDC04683	CEACAM1_SELE	simple:P13688	simple:P16581	CEACAM1	SELE	True	False	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS06E42DB13	ADIPOQ_CLEC2D	simple:Q15848	simple:Q9UHP7	ADIPOQ	CLEC2D	True	False	True	IMEx,IntAct	False	1.6099999999999999																																																																																																				
CPI-SS07A97B3E2	CCL4L2_GPR151	simple:Q8NHW4	simple:Q8TDV0	CCL4L2	GPR151	True	False	True	IMEx,IntAct	False	1.6099999999999999																																																																																																				
CPI-SS0471FCFF3	GAL_GPR151	simple:P22466	simple:Q8TDV0	GAL	GPR151	True	False	True	I2D	False	1.6099999999999999																																																																																																				
CPI-SS0EA96C304	CCK_CCKAR	simple:P06307	simple:P32238	CCK	CCKAR	True	False	True	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS003610FF9	CXCR3_CCL19	simple:P49682	simple:Q99731	CXCR3	CCL19	True	True	False	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS056BE1011	CCRL2_CCL19	simple:O00421	simple:Q99731	CCRL2	CCL19	True	True	False	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS098EFF959	CCR7_CCL19	simple:P32248	simple:Q99731	CCR7	CCL19	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	CXCR3	CCL20	True	True	False	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS0FAF4BB9E	DPP4_CCL11	simple:P27487	simple:P51671	DPP4	CCL11	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS08E13FAF2	ACKR2_CCL11	simple:O00590	simple:P51671	ACKR2	CCL11	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS0DD547726	CCR2_CCL11	simple:P41597	simple:P51671	CCR2	CCL11	True	True	False	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS04465565A	PROK1_PROKR2	simple:P58294	simple:Q8NFJ6	PROK1	PROKR2	True	False	True	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS05834E385	CD40_INSL3	simple:P25942	simple:P51460	CD40	INSL3	True	True	False	I2D	False	1.6099999999999999																																																																																																				
CPI-CS06072FF4E	IL1 receptor_IL1A	complex:IL1 receptor	simple:P01583		IL1A	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0AC5142FA	IL1 receptor inhibitor_IL1A	complex:IL1 receptor inhibitor	simple:P01583		IL1A	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS05426BFFA	IL1 receptor_IL1B	complex:IL1 receptor	simple:P01584		IL1B	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS008C9D6E5	IL1 receptor inhibitor_IL1B	complex:IL1 receptor inhibitor	simple:P01584		IL1B	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0DEBE7B69	IL1 receptor_IL1RN	complex:IL1 receptor	simple:P18510		IL1RN	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS085E95BC1	IL1 receptor inhibitor_IL1RN	complex:IL1 receptor inhibitor	simple:P18510		IL1RN	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0DDFD82E7	IL11 receptor_IL11	complex:IL11 receptor	simple:P20809		IL11	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CC0041E1D30	IL12_IL12 receptor	complex:IL12	complex:IL12 receptor			True	False	True	curated	False	1.6099999999999999																																																																																																				
CPI-CS00BF6CD40	IL13 receptor_IL4	complex:IL13 receptor	simple:P05112		IL4	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0FBBCDD66	IL4 receptor_IL4	complex:IL4 receptor	simple:P05112		IL4	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0EE8AEA34	IL13 receptor_IL13	complex:IL13 receptor	simple:P35225		IL13	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS045D41398	IL17 receptor AB_IL25	complex:IL17 receptor AB	simple:Q9H293		IL25	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS026776C89	HLA-DQB2_PRL	simple:HLADQB2	simple:P01236	HLA-DQB2	PRL	True	True	False	InnateDB-All	False	1.6099999999999999																																																																																																				
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	1.6099999999999999																																																																																																				
CPI-SS0518D683C	ADIPOQ_PROKR2	simple:Q15848	simple:Q8NFJ6	ADIPOQ	PROKR2	True	False	True	IMEx,IntAct	False	1.6099999999999999																																																																																																				
CPI-SC09458C6C0	IFNA5_Type I IFNR	simple:P01569	complex:Type I IFNR	IFNA5		True	False	True	curated	False	1.6099999999999999																																																																																																				
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ERBB4	NRG4	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	NRP1	SEMA3A	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		SEMA3A	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0AA769F5B	PlexinA3_complex1_SEMA3A	complex:PlexinA3_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	1.6099999999999999																																																																																																				
CPI-CS0C9EE65C2	FcRn complex_ALB	complex:FcRn complex	simple:P02768		ALB	True	True	False	curated	False	1.6099999999999999																																																																																																				
